bin_low_edge,contents,binerror,xtitle,binlabel
2.5,0.0,0.0,,
3.5,0.0,0.0836585,,
4.5,0.0,0.0836585,,
5.5,0.0,0.0836585,,
6.5,0.25,0.13831749999999998,,
7.5,0.0,0.052021,,
8.5,0.1111111111111111,0.10756399999999999,,
9.5,0.1,0.0991775,,
10.5,0.0,0.0437425,,
11.5,0.09090909090909091,0.0919855,,
12.5,0.5454545454545454,0.13378400000000001,,
13.5,0.0,0.0437425,,
14.5,0.0,0.0437425,,
15.5,0.0,0.047524,,
16.5,0.0,0.047524,,
17.5,0.4,0.13751450000000004,,
18.5,0.5,0.139702,,
19.5,0.0,0.047524,,
20.5,0.0,0.0,,
